"CellCharter_3"	"CellCharter_4"	"CellCharter_5"	"CellCharter_6"	"CellCharter_7"	"CellCharter_8"	"CellCharter_9"	"CellCharter_10"	"SCANIT_3"	"SCANIT_4"	"SCANIT_5"	"SCANIT_6"	"SCANIT_7"	"SCANIT_8"	"SCANIT_9"	"SCANIT_10"	"SEDR_3"	"SEDR_4"	"SEDR_5"	"SEDR_6"	"SEDR_7"	"SEDR_8"	"SEDR_9"	"SEDR_10"	"SpaceFlow_3"	"SpaceFlow_4"	"SpaceFlow_5"	"SpaceFlow_6"	"SpaceFlow_7"	"SpaceFlow_8"	"SpaceFlow_9"	"SpaceFlow_10"	"x"	"y"	"X"	"label"	"label_old"
"DX1_8H_186_233"	0	0	0	5	0	3	3	3	2	0	0	5	4	2	2	7	1	3	3	1	3	3	6	6	2	2	2	2	1	3	2	5	214	54	"DX1_8H_186_233"	"midzonal"	"Layer 3"
"DX1_8H_197_213"	1	2	2	2	2	1	1	4	0	2	4	0	1	6	5	3	1	1	4	5	5	7	8	8	1	3	3	3	6	6	0	7	225	34	"DX1_8H_197_213"	"periportal"	"Layer 8"
"DX1_8H_292_195"	0	3	3	3	3	7	7	7	2	0	0	1	3	4	0	4	1	3	3	3	3	3	3	3	2	2	2	2	1	3	2	6	320	16	"DX1_8H_292_195"	"midzonal"	"Layer 4"
"DX1_8H_182_175"	1	3	4	4	0	3	3	0	1	1	2	3	5	1	3	2	1	3	3	3	3	3	3	3	0	1	0	1	3	1	7	5	210	-4	"DX1_8H_182_175"	"pericentral"	"Layer 2"
"DX1_8H_118_99"	2	2	1	4	6	4	0	4	1	1	2	3	0	1	3	2	1	1	4	4	4	4	8	8	1	3	3	3	2	7	0	3	146	-80	"DX1_8H_118_99"	"periportal"	"Layer 8"
"DX1_8H_242_145"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	2	2	2	2	2	2	4	4	1	3	4	6	270	-34	"DX1_8H_242_145"	"pericentral"	"Layer 1"
"DX1_8H_138_272"	2	1	1	1	4	6	6	9	0	3	3	4	1	5	8	8	1	1	4	4	5	7	8	8	0	3	3	5	4	5	0	3	166	93	"DX1_8H_138_272"	"periportal"	"Layer 7"
"DX1_8H_127_117"	2	1	1	1	6	4	4	6	1	1	4	2	0	3	7	5	1	1	4	4	4	4	4	4	1	3	3	3	6	6	0	7	155	-62	"DX1_8H_127_117"	"periportal"	"Layer 7"
"DX1_8H_252_116"	0	0	0	5	5	2	6	9	2	3	3	4	6	7	4	6	2	2	2	3	2	2	2	2	0	1	0	1	3	1	5	2	280	-63	"DX1_8H_252_116"	"pericentral"	"Layer 2"
"DX1_8H_187_131"	0	0	0	5	0	3	3	3	2	0	3	4	6	7	4	6	2	2	2	3	2	2	2	2	0	2	4	4	1	4	4	4	215	-48	"DX1_8H_187_131"	"pericentral"	"Layer 2"
"DX1_8H_281_138"	2	1	2	2	2	1	1	1	0	2	1	0	1	0	5	3	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	309	-41	"DX1_8H_281_138"	"periportal"	"Layer 9"
"DX1_8H_205_88"	1	2	2	2	2	1	5	5	0	2	1	0	1	0	5	3	1	1	4	4	4	4	8	8	1	0	1	0	0	0	1	0	233	-91	"DX1_8H_205_88"	"periportal"	"Layer 9"
"DX1_8H_204_240"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	3	3	2	2	2	2	2	2	4	4	1	3	2	6	232	61	"DX1_8H_204_240"	"pericentral"	"Layer 2"
"DX1_8H_253_174"	1	2	2	2	1	1	5	1	2	0	0	1	3	4	1	4	1	1	4	5	5	7	8	8	1	0	1	2	0	2	3	0	281	-5	"DX1_8H_253_174"	"periportal"	"Layer 7"
"DX1_8H_121_137"	0	0	0	5	0	3	3	3	1	1	2	3	5	1	6	2	1	3	3	3	3	3	3	3	0	1	0	1	1	3	2	5	149	-42	"DX1_8H_121_137"	"midzonal"	"Layer 3"
"DX1_8H_202_204"	1	2	2	2	1	5	5	5	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	230	25	"DX1_8H_202_204"	"periportal"	"Layer 7"
"DX1_8H_223_204"	2	1	1	1	4	6	6	6	1	1	4	2	0	3	7	5	1	1	4	5	5	7	8	8	1	3	3	3	6	6	0	7	251	25	"DX1_8H_223_204"	"midzonal"	"Layer 6"
"DX1_8H_157_205"	0	3	3	4	6	0	0	0	1	1	2	3	0	1	3	9	1	3	3	3	3	3	3	3	0	1	0	1	3	1	7	5	185	26	"DX1_8H_157_205"	"midzonal"	"Layer 3"
"DX1_8H_268_239"	0	0	0	5	5	2	2	2	0	3	3	4	6	7	4	6	2	2	2	2	7	8	9	10	0	1	0	1	4	4	4	4	296	60	"DX1_8H_268_239"	"pericentral"	"Layer 1"
"DX1_8H_263_166"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	4	4	1	4	4	4	291	-13	"DX1_8H_263_166"	"pericentral"	"Layer 1"
"DX1_8H_153_166"	0	0	0	5	0	3	3	3	1	1	2	3	5	1	6	2	1	3	3	3	3	3	3	3	0	1	0	1	3	4	7	5	181	-13	"DX1_8H_153_166"	"pericentral"	"Layer 2"
"DX1_8H_254_172"	1	2	2	2	2	1	1	1	0	2	1	0	2	0	1	1	1	1	4	4	4	4	8	8	1	0	1	0	0	0	1	0	282	-7	"DX1_8H_254_172"	"periportal"	"Layer 8"
"DX1_8H_251_108"	1	3	4	0	0	7	8	3	2	0	3	1	6	7	0	6	1	3	3	1	3	3	6	6	2	2	4	4	1	3	2	6	279	-71	"DX1_8H_251_108"	"midzonal"	"Layer 3"
"DX1_8H_205_183"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	3	3	3	2	2	3	3	2	2	4	4	1	3	2	6	233	4	"DX1_8H_205_183"	"pericentral"	"Layer 2"
"DX1_8H_223_245"	1	2	4	0	1	5	5	8	2	0	0	1	3	6	0	7	1	1	1	5	5	7	1	1	1	3	3	3	2	7	0	3	251	66	"DX1_8H_223_245"	"midzonal"	"Layer 6"
"DX1_8H_186_189"	2	1	1	4	6	4	0	4	1	1	4	2	0	3	7	5	1	1	4	4	4	4	8	8	1	3	3	3	6	6	0	3	214	10	"DX1_8H_186_189"	"periportal"	"Layer 8"
"DX1_8H_285_189"	1	3	4	0	0	3	8	8	2	0	0	1	3	4	0	0	1	3	1	1	1	1	6	6	2	2	2	2	5	2	2	1	313	10	"DX1_8H_285_189"	"midzonal"	"Layer 4"
"DX1_8H_243_130"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	0	1	3	1	1	1	1	6	6	2	2	4	4	1	3	2	6	271	-49	"DX1_8H_243_130"	"midzonal"	"Layer 4"
"DX1_8H_237_126"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	1	1	1	1	1	1	2	0	2	2	5	2	3	1	265	-53	"DX1_8H_237_126"	"midzonal"	"Layer 6"
"DX1_8H_215_90"	1	2	2	2	2	1	5	5	0	2	1	0	1	5	5	3	1	1	4	4	4	4	8	8	2	0	2	5	4	2	6	9	243	-89	"DX1_8H_215_90"	"periportal"	"Layer 8"
"DX1_8H_280_142"	1	3	4	0	0	3	8	3	2	0	0	1	3	4	0	4	1	1	1	5	1	1	1	1	2	0	2	2	5	2	3	1	308	-37	"DX1_8H_280_142"	"midzonal"	"Layer 6"
"DX1_8H_217_254"	0	3	4	0	0	3	3	3	2	0	0	5	4	2	2	0	1	3	3	1	3	3	6	6	0	1	0	1	1	3	2	6	245	75	"DX1_8H_217_254"	"midzonal"	"Layer 3"
"DX1_8H_208_84"	0	3	4	0	0	3	3	3	2	0	3	4	6	7	4	6	1	3	3	3	3	3	3	3	0	1	0	1	4	5	6	8	236	-95	"DX1_8H_208_84"	"midzonal"	"Layer 3"
"DX1_8H_218_176"	1	2	4	2	1	5	5	8	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	246	-3	"DX1_8H_218_176"	"periportal"	"Layer 8"
"DX1_8H_293_198"	2	1	2	2	2	1	1	1	0	2	1	0	1	0	5	3	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	321	19	"DX1_8H_293_198"	"periportal"	"Layer 9"
"DX1_8H_183_144"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	0	1	3	1	1	1	1	6	6	2	2	2	2	1	3	2	1	211	-35	"DX1_8H_183_144"	"midzonal"	"Layer 4"
"DX1_8H_273_146"	0	0	0	5	0	3	3	3	2	0	0	5	4	2	2	0	2	3	3	3	2	2	3	3	2	2	4	4	1	3	2	6	301	-33	"DX1_8H_273_146"	"midzonal"	"Layer 3"
"DX1_8H_255_236"	1	3	4	0	0	7	3	8	1	1	2	3	5	1	6	2	2	2	3	3	2	2	2	2	0	1	0	1	3	1	7	5	283	57	"DX1_8H_255_236"	"pericentral"	"Layer 2"
"DX1_8H_158_221"	2	1	1	4	4	4	6	9	1	1	4	2	0	3	3	9	1	1	1	5	5	7	1	1	1	3	3	3	2	7	0	3	186	42	"DX1_8H_158_221"	"midzonal"	"Layer 5"
"DX1_8H_265_233"	0	0	0	5	0	3	3	3	2	0	0	1	3	4	0	0	1	3	3	1	3	3	6	6	2	2	4	4	1	3	2	6	293	54	"DX1_8H_265_233"	"midzonal"	"Layer 3"
"DX1_8H_171_190"	1	2	4	0	1	5	0	8	1	1	2	3	0	1	3	2	1	1	1	1	1	1	1	1	0	3	0	1	2	1	5	2	199	11	"DX1_8H_171_190"	"midzonal"	"Layer 4"
"DX1_8H_249_224"	0	0	0	5	5	3	3	3	0	3	3	4	6	7	4	6	2	2	2	2	2	2	2	2	0	2	4	4	1	5	6	4	277	45	"DX1_8H_249_224"	"pericentral"	"Layer 2"
"DX1_8H_263_115"	0	0	0	5	5	2	2	2	2	0	3	4	6	7	4	6	2	2	2	2	2	2	2	2	0	1	0	1	3	4	6	4	291	-64	"DX1_8H_263_115"	"pericentral"	"Layer 1"
"DX1_8H_257_179"	1	3	4	0	0	3	8	3	2	0	0	1	4	4	0	0	1	3	1	1	1	1	6	6	2	2	2	4	1	3	2	6	285	0	"DX1_8H_257_179"	"midzonal"	"Layer 5"
"DX1_8H_140_111"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	4	4	3	4	4	4	168	-68	"DX1_8H_140_111"	"pericentral"	"Layer 1"
"DX1_8H_204_86"	1	2	2	2	1	5	5	5	0	2	3	4	1	5	5	3	1	1	4	5	5	7	8	8	0	1	0	2	4	5	5	8	232	-93	"DX1_8H_204_86"	"periportal"	"Layer 8"
"DX1_8H_183_94"	1	2	4	0	1	5	5	5	0	2	1	0	2	0	1	1	1	1	1	5	5	7	8	8	1	0	1	0	0	2	3	0	211	-85	"DX1_8H_183_94"	"midzonal"	"Layer 6"
"DX1_8H_264_207"	1	2	2	2	2	1	1	1	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	292	28	"DX1_8H_264_207"	"periportal"	"Layer 9"
"DX1_8H_113_144"	1	2	2	4	6	4	5	4	1	1	2	2	0	3	3	5	1	1	4	4	4	4	4	4	1	3	3	3	2	7	0	3	141	-35	"DX1_8H_113_144"	"periportal"	"Layer 8"
"DX1_8H_208_265"	1	2	4	0	1	5	1	8	0	2	1	0	1	6	5	3	1	1	4	4	4	4	8	8	1	0	1	0	0	0	1	0	236	86	"DX1_8H_208_265"	"periportal"	"Layer 9"
"DX1_8H_200_147"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	0	1	3	1	1	1	1	6	6	2	2	2	2	5	2	2	1	228	-32	"DX1_8H_200_147"	"midzonal"	"Layer 3"
"DX1_8H_237_158"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	1	1	1	1	1	1	2	2	2	2	5	2	2	1	265	-21	"DX1_8H_237_158"	"midzonal"	"Layer 5"
"DX1_8H_180_219"	2	1	1	1	4	6	4	6	1	1	4	2	0	3	7	5	1	1	4	4	4	4	4	9	1	3	3	3	6	6	0	7	208	40	"DX1_8H_180_219"	"periportal"	"Layer 8"
"DX1_8H_186_108"	1	2	2	2	2	1	1	1	0	2	1	0	1	0	5	3	1	1	4	4	5	7	8	8	1	3	1	0	2	7	0	0	214	-71	"DX1_8H_186_108"	"midzonal"	"Layer 6"
"DX1_8H_152_195"	0	0	0	5	5	2	2	0	1	1	2	3	0	1	3	2	2	2	3	3	2	2	2	2	0	1	0	1	3	1	7	5	180	16	"DX1_8H_152_195"	"pericentral"	"Layer 1"
"DX1_8H_130_116"	2	1	1	1	6	6	4	6	1	1	4	2	0	3	7	5	1	1	4	4	4	4	4	4	1	3	3	3	6	6	0	7	158	-63	"DX1_8H_130_116"	"periportal"	"Layer 9"
"DX1_8H_82_131"	2	1	3	4	6	7	7	7	1	1	4	2	0	3	8	9	1	3	3	3	3	3	3	3	0	1	0	5	4	1	5	2	110	-48	"DX1_8H_82_131"	"pericentral"	"Layer 2"
"DX1_8H_240_234"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	0	1	3	1	1	1	1	1	1	2	2	2	2	5	2	2	1	268	55	"DX1_8H_240_234"	"midzonal"	"Layer 4"
"DX1_8H_213_205"	1	2	4	0	1	5	5	5	2	0	0	1	2	4	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	3	0	241	26	"DX1_8H_213_205"	"periportal"	"Layer 8"
"DX1_8H_197_217"	1	2	2	2	2	4	5	4	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	225	38	"DX1_8H_197_217"	"periportal"	"Layer 8"
"DX1_8H_151_284"	2	3	3	3	3	7	7	7	0	3	3	4	6	5	4	8	1	3	1	1	1	1	6	6	0	1	0	5	4	5	6	8	179	105	"DX1_8H_151_284"	"midzonal"	"Layer 4"
"DX1_8H_98_134"	2	1	1	1	6	4	4	6	1	1	4	2	0	3	7	5	1	1	4	4	4	4	4	4	1	3	3	3	6	6	0	3	126	-45	"DX1_8H_98_134"	"midzonal"	"Layer 5"
"DX1_8H_153_93"	1	3	4	0	1	5	8	3	0	3	3	4	6	5	4	6	1	1	1	1	1	1	1	1	2	0	2	5	4	2	6	9	181	-86	"DX1_8H_153_93"	"midzonal"	"Layer 5"
"DX1_8H_238_95"	1	2	2	2	2	1	1	1	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	266	-84	"DX1_8H_238_95"	"periportal"	"Layer 8"
"DX1_8H_258_145"	1	3	4	0	0	3	8	3	2	0	0	1	4	4	0	0	1	3	3	1	3	3	6	6	2	2	2	4	1	3	2	6	286	-34	"DX1_8H_258_145"	"midzonal"	"Layer 5"
"DX1_8H_133_218"	2	1	3	3	3	7	7	7	1	1	4	2	0	3	8	9	1	1	1	5	1	1	1	1	0	1	0	5	4	5	5	2	161	39	"DX1_8H_133_218"	"midzonal"	"Layer 6"
"DX1_8H_215_186"	1	3	4	0	0	3	3	3	1	0	0	3	5	1	6	7	1	3	1	1	1	1	6	6	2	2	2	2	1	3	2	5	243	7	"DX1_8H_215_186"	"midzonal"	"Layer 4"
"DX1_8H_191_200"	1	2	4	4	1	4	0	4	1	0	0	3	5	6	0	7	1	1	1	5	5	7	1	1	2	3	2	2	2	7	7	3	219	21	"DX1_8H_191_200"	"midzonal"	"Layer 3"
"DX1_8H_184_222"	1	3	4	0	1	5	8	8	1	0	0	1	3	6	0	7	1	1	1	5	5	7	1	1	1	0	2	2	5	2	3	1	212	43	"DX1_8H_184_222"	"midzonal"	"Layer 6"
"DX1_8H_145_114"	0	3	4	0	0	3	8	3	1	0	0	5	4	1	2	7	1	3	3	3	3	3	3	3	2	2	4	4	1	3	2	6	173	-65	"DX1_8H_145_114"	"midzonal"	"Layer 3"
"DX1_8H_217_225"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	0	4	3	4	4	4	245	46	"DX1_8H_217_225"	"pericentral"	"Layer 1"
"DX1_8H_200_183"	0	3	0	5	0	3	3	3	2	0	0	5	4	2	2	0	2	3	3	3	2	2	3	3	0	2	0	4	3	4	4	4	228	4	"DX1_8H_200_183"	"pericentral"	"Layer 2"
"DX1_8H_265_136"	1	2	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	1	5	1	1	1	1	2	0	2	2	5	2	3	1	293	-43	"DX1_8H_265_136"	"midzonal"	"Layer 5"
"DX1_8H_193_228"	1	2	2	2	2	4	5	5	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	221	49	"DX1_8H_193_228"	"periportal"	"Layer 7"
"DX1_8H_273_172"	1	2	2	2	2	1	1	1	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	301	-7	"DX1_8H_273_172"	"periportal"	"Layer 8"
"DX1_8H_220_185"	1	2	2	2	2	1	5	5	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	248	6	"DX1_8H_220_185"	"periportal"	"Layer 8"
"DX1_8H_103_127"	0	0	0	5	5	2	3	2	1	1	2	3	5	1	6	2	2	2	2	2	2	2	2	2	0	1	0	1	3	4	4	4	131	-52	"DX1_8H_103_127"	"pericentral"	"Layer 1"
"DX1_8H_241_241"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	4	4	1	4	4	4	269	62	"DX1_8H_241_241"	"pericentral"	"Layer 1"
"DX1_8H_171_144"	1	3	4	0	1	5	8	8	2	0	0	1	3	2	0	0	1	3	1	1	1	1	6	6	2	0	2	2	5	2	3	1	199	-35	"DX1_8H_171_144"	"midzonal"	"Layer 5"
"DX1_8H_216_193"	2	1	1	1	4	6	6	9	1	1	2	3	5	1	6	7	1	1	1	1	1	1	6	1	0	1	0	1	2	1	5	2	244	14	"DX1_8H_216_193"	"midzonal"	"Layer 4"
"DX1_8H_205_153"	1	3	4	0	1	5	5	8	2	2	3	1	1	6	0	6	1	1	1	5	5	7	8	8	1	0	1	0	0	0	1	0	233	-26	"DX1_8H_205_153"	"midzonal"	"Layer 6"
"DX1_8H_171_168"	1	3	4	0	0	3	3	8	1	1	2	3	5	1	6	2	2	2	3	3	2	2	2	2	0	1	0	1	3	1	7	5	199	-11	"DX1_8H_171_168"	"pericentral"	"Layer 2"
"DX1_8H_191_173"	1	2	2	2	2	4	1	4	1	1	4	2	1	6	7	5	1	1	4	4	4	4	4	4	1	3	3	3	6	6	0	7	219	-6	"DX1_8H_191_173"	"midzonal"	"Layer 6"
"DX1_8H_260_102"	0	0	0	5	3	0	7	3	0	3	3	4	6	5	4	8	2	2	3	3	2	2	3	3	0	1	0	5	4	5	6	8	288	-77	"DX1_8H_260_102"	"midzonal"	"Layer 3"
"DX1_8H_196_221"	1	2	2	2	2	1	1	5	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	224	42	"DX1_8H_196_221"	"periportal"	"Layer 9"
"DX1_8H_230_143"	1	2	2	2	2	5	1	1	0	2	1	0	2	0	1	1	1	1	4	4	4	4	8	8	1	0	1	0	0	0	1	0	258	-36	"DX1_8H_230_143"	"periportal"	"Layer 8"
"DX1_8H_158_218"	2	1	1	1	4	0	6	9	1	1	4	2	0	3	8	9	1	1	1	1	1	1	1	1	0	1	0	1	2	1	5	2	186	39	"DX1_8H_158_218"	"midzonal"	"Layer 4"
"DX1_8H_238_142"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	2	2	0	2	4	4	1	4	4	4	266	-37	"DX1_8H_238_142"	"midzonal"	"Layer 3"
"DX1_8H_260_131"	1	2	2	2	2	1	1	1	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	288	-48	"DX1_8H_260_131"	"periportal"	"Layer 9"
"DX1_8H_141_124"	1	3	4	0	0	5	8	8	1	0	0	1	4	1	6	7	1	1	1	1	1	1	1	1	2	2	2	2	1	3	2	5	169	-55	"DX1_8H_141_124"	"midzonal"	"Layer 5"
"DX1_8H_263_219"	0	0	0	5	0	3	3	3	2	0	0	5	4	2	2	0	2	2	3	3	2	2	2	2	2	2	4	4	1	3	2	6	291	40	"DX1_8H_263_219"	"pericentral"	"Layer 2"
"DX1_8H_259_153"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	2	8	2	2	2	2	4	4	1	4	4	4	287	-26	"DX1_8H_259_153"	"pericentral"	"Layer 1"
"DX1_8H_228_213"	1	3	4	0	0	3	3	3	2	0	0	1	4	4	0	4	1	3	3	1	3	3	6	6	2	2	2	2	5	3	2	1	256	34	"DX1_8H_228_213"	"midzonal"	"Layer 3"
"DX1_8H_287_196"	1	3	4	0	1	5	8	3	2	0	0	1	3	4	0	4	1	1	4	5	5	7	8	8	2	0	2	2	5	2	3	1	315	17	"DX1_8H_287_196"	"periportal"	"Layer 7"
"DX1_8H_246_207"	1	2	2	0	1	5	5	5	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	274	28	"DX1_8H_246_207"	"periportal"	"Layer 9"
"DX1_8H_256_214"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	4	4	1	4	4	4	284	35	"DX1_8H_256_214"	"pericentral"	"Layer 1"
"DX1_8H_189_140"	0	0	0	5	3	3	3	3	2	0	0	5	4	2	2	0	2	2	2	3	2	2	2	2	2	2	4	4	1	3	2	6	217	-39	"DX1_8H_189_140"	"pericentral"	"Layer 1"
"DX1_8H_157_112"	0	3	4	0	0	3	3	3	2	0	0	5	4	2	2	0	2	2	3	3	2	2	2	2	2	2	4	4	1	3	2	6	185	-67	"DX1_8H_157_112"	"midzonal"	"Layer 3"
"DX1_8H_253_208"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	1	1	5	5	7	8	8	2	0	2	2	5	2	3	1	281	29	"DX1_8H_253_208"	"midzonal"	"Layer 5"
"DX1_8H_229_250"	1	3	4	0	1	5	8	8	2	0	0	1	3	4	0	4	1	3	1	1	1	1	1	1	2	2	2	2	5	2	2	1	257	71	"DX1_8H_229_250"	"midzonal"	"Layer 5"
"DX1_8H_283_152"	2	2	2	2	2	1	1	1	0	2	1	0	2	0	5	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	311	-27	"DX1_8H_283_152"	"periportal"	"Layer 9"
"DX1_8H_192_183"	1	2	1	4	6	4	0	4	1	1	2	2	0	3	3	5	1	1	4	4	4	4	8	8	1	3	3	3	2	7	0	3	220	4	"DX1_8H_192_183"	"periportal"	"Layer 8"
"DX1_8H_120_93"	1	3	4	4	1	4	8	4	1	1	4	2	0	3	8	9	1	1	4	5	5	7	8	8	0	1	0	5	4	5	6	8	148	-86	"DX1_8H_120_93"	"midzonal"	"Layer 6"
"DX1_8H_236_257"	1	3	4	0	1	5	8	8	0	2	1	0	2	0	5	3	1	1	4	4	5	7	8	8	1	0	1	0	0	0	1	0	264	78	"DX1_8H_236_257"	"periportal"	"Layer 8"
"DX1_8H_164_233"	1	3	4	0	0	3	0	8	1	1	2	3	0	1	3	7	1	1	1	5	5	7	8	8	0	3	0	1	2	1	5	2	192	54	"DX1_8H_164_233"	"midzonal"	"Layer 5"
"DX1_8H_286_133"	2	1	3	3	2	7	7	7	0	2	3	4	1	5	5	8	1	1	4	4	4	4	4	4	1	0	3	0	6	6	1	7	314	-46	"DX1_8H_286_133"	"periportal"	"Layer 9"
"DX1_8H_135_97"	1	3	4	0	0	3	3	8	2	0	0	5	4	2	2	0	1	3	3	3	3	3	3	3	2	2	4	4	1	3	2	6	163	-82	"DX1_8H_135_97"	"midzonal"	"Layer 4"
"DX1_8H_162_233"	1	2	4	4	1	4	0	4	1	1	2	3	0	6	3	7	1	1	4	4	4	4	4	4	2	3	2	2	2	7	0	3	190	54	"DX1_8H_162_233"	"periportal"	"Layer 9"
"DX1_8H_262_189"	1	3	4	0	1	5	5	5	2	0	0	1	3	4	0	4	1	1	4	5	5	7	8	8	2	0	2	2	5	2	3	1	290	10	"DX1_8H_262_189"	"midzonal"	"Layer 5"
"DX1_8H_140_201"	1	2	3	4	6	0	0	0	1	1	4	2	0	3	3	9	1	3	3	1	3	3	6	6	0	1	0	1	2	1	5	2	168	22	"DX1_8H_140_201"	"midzonal"	"Layer 5"
"DX1_8H_250_229"	1	3	4	0	0	3	8	3	2	0	0	1	4	2	2	0	1	3	3	1	3	3	6	6	2	2	2	4	1	3	2	6	278	50	"DX1_8H_250_229"	"midzonal"	"Layer 4"
"DX1_8H_264_108"	0	3	4	0	0	3	3	3	0	3	3	4	6	5	4	6	1	3	3	3	3	3	3	3	0	1	0	5	4	5	6	8	292	-71	"DX1_8H_264_108"	"midzonal"	"Layer 3"
"DX1_8H_209_231"	1	2	2	4	2	4	1	4	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	3	0	6	6	0	7	237	52	"DX1_8H_209_231"	"periportal"	"Layer 8"
"DX1_8H_143_147"	0	0	0	5	0	3	3	2	1	1	2	3	5	1	6	2	2	2	2	3	2	2	2	2	0	1	0	1	3	4	4	5	171	-32	"DX1_8H_143_147"	"pericentral"	"Layer 2"
"DX1_8H_238_183"	0	3	4	0	0	3	3	3	0	3	3	4	6	7	4	6	3	3	5	6	3	6	7	7	0	1	0	5	4	5	6	9	266	4	"DX1_8H_238_183"	"midzonal"	"Layer 4"
"DX1_8H_163_85"	0	0	3	3	3	7	7	0	0	3	3	4	6	7	4	6	1	3	3	3	3	3	3	3	0	1	0	5	4	5	6	8	191	-94	"DX1_8H_163_85"	"midzonal"	"Layer 3"
"DX1_8H_137_256"	2	1	3	3	3	7	7	7	1	1	4	2	1	6	8	5	1	1	1	5	5	7	1	1	0	1	0	5	4	5	6	8	165	77	"DX1_8H_137_256"	"midzonal"	"Layer 4"
"DX1_8H_169_110"	1	2	2	2	2	1	1	1	0	2	1	0	2	0	1	1	1	1	4	4	4	4	4	4	1	0	1	0	0	0	1	0	197	-69	"DX1_8H_169_110"	"periportal"	"Layer 8"
"DX1_8H_218_227"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	7	8	9	10	0	2	4	4	1	4	4	4	246	48	"DX1_8H_218_227"	"pericentral"	"Layer 1"
"DX1_8H_213_233"	2	2	2	4	6	4	1	4	0	2	4	0	1	6	7	3	1	1	4	5	5	7	8	8	1	3	3	3	6	6	0	3	241	54	"DX1_8H_213_233"	"periportal"	"Layer 7"
"DX1_8H_97_122"	0	0	0	5	5	2	2	2	1	1	2	3	5	1	6	2	2	2	2	2	7	8	9	10	0	2	0	4	3	4	4	4	125	-57	"DX1_8H_97_122"	"pericentral"	"Layer 1"
"DX1_8H_264_111"	0	0	0	5	5	2	2	2	2	0	3	4	6	7	4	6	2	2	2	2	7	8	9	10	0	1	0	1	3	4	4	4	292	-68	"DX1_8H_264_111"	"pericentral"	"Layer 1"
"DX1_8H_239_165"	1	3	4	0	0	3	3	3	2	0	0	1	4	4	0	4	1	1	1	1	1	1	1	1	2	2	2	2	5	2	2	1	267	-14	"DX1_8H_239_165"	"midzonal"	"Layer 5"
"DX1_8H_285_187"	0	0	0	5	5	2	2	2	2	0	0	5	4	2	2	0	2	2	2	2	2	2	2	2	2	2	4	4	1	3	2	6	313	8	"DX1_8H_285_187"	"pericentral"	"Layer 1"
